case_id,author_id_customer,customer_message,created_at_customer,tweet_id_support,support_message,created_at_support,true_intent,human_escalate
77391,133248,@AmazonHelp Muchísimas gracias.,Sat Dec 02 00:00:39 +0000 2017,77392,"@133248 Un placer poder ayudarte, Denisse. ¡Te deseamos un lindo fin de semana!

Saludos.
^Emelina S",Sat Dec 02 00:04:00 +0000 2017,General Inquiry & Feedback,False
531520,243137,"@AmazonHelp How come for new acc setup you take 1.00 from my bank,also why can't an e mail address be added saying its in use when I joined using mobile?",Sat Dec 02 10:30:33 +0000 2017,531519,"@243137 Hi! Thanks for reaching out to us on Twitter! You can find more information about Charges for £1.00 here: https://t.co/DlWBGBZUlg As for the email in use issue, could you possibly have an old account you've forgotten about? ^RB",Sat Dec 02 10:38:29 +0000 2017,General Inquiry & Feedback,False
180689,158472,@AmazonHelp. I cancel my free trial and u guys still charge me...why?,Wed Oct 04 11:53:35 +0000 2017,180687,"@158472 Hi, sorry to hear that, did you get an email to confirm the cancellation? Have you been able to cancel since? ^JJ",Wed Oct 04 12:06:54 +0000 2017,"Returns, Refunds & Cancellations",True
411886,213256,@115821 has the worst cutomer service over the phone. Called in about an order that was supposed to by PRIME and delivered last Wednesday,Tue Oct 10 00:30:12 +0000 2017,411884,"@213256 I'm sorry for the trouble with the order! When you spoke with us, what insights were given? Were any alternatives offered? ^TG",Tue Oct 10 00:41:06 +0000 2017,Order Status & Logistics,False
35863,129963,@123813 ¿Aún se puede contratar con el servicio de mensajería? ¿cuál es el costo?,Wed Nov 01 21:19:50 +0000 2017,61010,"@129963 Hola Luis, ¿te refieres a la membresía Prime? Puedes ver todos los detalles y ventajas aquí: https://t.co/4bRWglauzi. ^LG",Wed Nov 01 21:23:00 +0000 2017,Non-English Support,True
486749,161302,"And C'mon, @115821. I understand and advocate the need for security, but don't give us a credit card and then tell us we need to confirm the number on first use ... Fine, be like that.",Fri Dec 01 15:26:14 +0000 2017,486747,"@161302 Oh no, Katherine! Could you explain to us what happened, without providing any personal account information? ^GP",Fri Dec 01 15:39:00 +0000 2017,General Inquiry & Feedback,False
13888,118918,@AmazonHelp I have visited multiple times. why would a sc change uts policy to meet ur unreasonable demands? this issue is ongoing since 1.5 months.,Tue Oct 31 07:53:39 +0000 2017,13885,"@118918 If the manufacturer refuses to honor warranty on a device, you shall receive a service denial letter for the same. ^HK",Tue Oct 31 08:08:03 +0000 2017,General Inquiry & Feedback,False
182856,159023,@AmazonHelp No update. No mobile number of courier person. FYI,Wed Oct 04 15:06:31 +0000 2017,182855,"@159023 Sorry for that, Nitin. Request you to please reply to the correspondence that was sent to you by our team. ^NK",Wed Oct 04 15:20:06 +0000 2017,General Inquiry & Feedback,False
197915,162534,"@AmazonHelp I haven't received my order Tracking #: 447189389074
N the same happened to my order from mumbai. And now your site doesn't provide COD.",Wed Oct 04 13:53:25 +0000 2017,197916,@162534 I'm sorry for the inconvenience. We'd like to look into it closely. Kindly fill in your details  (1/2)^AP,Wed Oct 04 14:02:00 +0000 2017,Order Status & Logistics,False
439653,219376,"@AmazonHelp Sí,luego iré a recogerlo y pondré una reclamación a @132703, ya q los d Albal, están siempre dando problemas.Por vuestra parte todo Ok",Wed Oct 11 10:23:17 +0000 2017,439652,"@219376 Entiendo, en caso de necesitar asistencia adicional recuerda que estamos a tu disposición siempre que necesites. ¡Saludos!. ^AZ",Wed Oct 11 10:25:56 +0000 2017,Non-English Support,True
503574,235347,@AmazonHelp on 30th October I found my letter box on the floor like this. After four emails and a frustrating phone call I have still had no contact from Amazon Logistics as to how they will reimburse me for the damage. Please sort it out! https://t.co/6KqeajlV4P,Fri Dec 01 20:04:51 +0000 2017,503573,"@235347 Thank you for contacting us, Nicola! I am so sorry for the damages. We are here to help! I'd like to have a specialist from our team take another look at the this. For us to do so, please provide the requested details in this secure link: https://t.co/4c5fsCL9pH ^SC",Fri Dec 01 20:17:28 +0000 2017,General Inquiry & Feedback,False
226081,169978,@AmazonHelp Aber Erfahrungsgemäß erfährt man den vor dem Versand der Ware oder?,Mon Oct 02 10:51:16 +0000 2017,226080,"@169978 Hi, klar erfährst du das vorher! Wenn es hier Neuigkeiten gibt, wirst du es auf der Detailseite des Artikels erfahren. Grüße ^AK",Thu Oct 05 06:50:51 +0000 2017,General Inquiry & Feedback,False
115937,141818,"@AmazonHelp Thanks, I’ve emailed with the order number and details.",Thu Nov 23 22:48:15 +0000 2017,115939,"@141818 E-mail responses are expected within 12 hours. For a quicker resolution, please use the phone or chat option. ^GG",Thu Nov 23 22:51:00 +0000 2017,General Inquiry & Feedback,False
424995,216137,@115825 wo ist die neue Outlanderfolge?,Mon Nov 20 17:02:54 +0000 2017,424994,"@216137 Die Kollegen arbeiten daran, die 10te Folge der 3ten Staffel ""Outlander [OV/OmU]"" so schnell als möglich online zu stellen. Bitte hab noch etwas Geduld und behalte unsere Seite im Auge. Viele Grüße ^DS",Mon Nov 20 17:37:40 +0000 2017,General Inquiry & Feedback,False
123431,143574,thankful for amazon taking a month to ship my item and never getting it then saying they can send me a replacement which will also take a month. sick amazon prime two month shipping 🙃,Fri Nov 24 00:53:03 +0000 2017,123429,@143574 I'm very sorry for this wait. What was the initial delivery date as shown on the Your Orders page: https://t.co/Y5jpI9gRhE ^DO,Fri Nov 24 00:56:52 +0000 2017,"Account, Billing & Prime",True
350107,199291,"@AmazonHelp Nothing is working out. Not ur customer care nor this Twitter
 Pls accept that ur delivery service fails.",Sun Oct 08 10:06:57 +0000 2017,350108,@199291 details in the link shred above &amp; we'll get in touch with you. Appreciate your understanding. 2/2 ^MJ,Sun Oct 08 12:09:25 +0000 2017,General Inquiry & Feedback,False
229832,170770,@115821 @115850 Order #: 402-8520907-1530733. Delivery person didn't contact me but recd an SMS saying he tried to. 1/2,Thu Oct 05 08:26:11 +0000 2017,229833,"@170770 Also, as the order is returned we'll not be able to reinstate it. Request you to place a new order.2/2 ^MM",Thu Oct 05 08:45:29 +0000 2017,General Inquiry & Feedback,False
278709,182466,"@115850 I had ordered this for last Diwali. It's been a year and you're still ""Preparing for dispatch"" !! 😂😂😂 https://t.co/YBC1fJrlVO",Fri Oct 06 06:47:16 +0000 2017,278708,"@182466 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA",Fri Oct 06 08:17:28 +0000 2017,General Inquiry & Feedback,False
517585,239351,"@AmazonHelp Contraseña incorrecta y ya la cambié 2 veces, aun así me sale lo mismo",Sat Dec 02 02:01:11 +0000 2017,517587,"@239351 Alexander, por favor contacta con nuestros colegas de Servicio al Cliente para una atención personalizada y puedan asistirte con esta incidencia. 
Lo puedes hacer a través del siguiente enlace que no te va a pedir iniciar sesión: https://t.co/dKW0dvmxkc
^LC",Sat Dec 02 02:08:30 +0000 2017,Non-English Support,True
418827,214892,Amazonコンビニ払いの支払いID1個づつ出るようになったのか,Tue Oct 10 04:12:54 +0000 2017,418826,@214892 Amazonをご利用いただき、ありがとうございます。ご注文の発送が複数に分かれた場合、お支払い番号は発送ごとに発行されます。 YM,Tue Oct 10 04:44:52 +0000 2017,General Inquiry & Feedback,False
476826,228322,"@AmazonHelp Contacted your support team they were suppose to call me yesterday, didn’t get any call. Issue is still there",Fri Dec 01 11:23:48 +0000 2017,476825,@228322 I'm sorry for the trouble. Please try connecting with our support team using the link again. Keep us posted if you couldn't get connected. ^RW,Fri Dec 01 11:33:24 +0000 2017,General Inquiry & Feedback,False
164849,154210,@AmazonHelp Stephen King e Agatha Christie são os meus amores ❤,Fri Nov 24 21:45:58 +0000 2017,164850,@154210 Esses dois são demais! Eu sou fã do Stephen King! Você já leu O Iluminado? ^JJ,Fri Nov 24 21:54:26 +0000 2017,General Inquiry & Feedback,False
454519,222863,"@AmazonHelp No email stating it was delayed, the last check in was at 5:18am, in a different city
It didn't ship until 10:37pm last night, seems a little late for a package I paid extra to arrive yesterday, its from Amazon.ca",Thu Nov 30 23:41:42 +0000 2017,454521,"@222863 We're unable to view any order-specific options via Twitter, but we'd like to make sure this is addressed! Please reach out to us via chat or phone and let us know we've missed your delivery date: https://t.co/Q7Ftz6nj80 ^WT",Thu Nov 30 23:50:37 +0000 2017,Order Status & Logistics,False
31397,122920,@115830 I've ordered an item weeks ago it's not been delivered contacted seller twice but not getting help with a refund from them,Wed Nov 01 12:04:11 +0000 2017,31396,@122920 It sounds like it's time for an A-to-Z Guarantee Claim. Here's the instructions to submit a claim: https://t.co/8wCudRz9ei ^MJ,Wed Nov 01 12:16:26 +0000 2017,"Returns, Refunds & Cancellations",True
198687,162745,"@AmazonHelp It's okay lovely, he delivered it at 9. Thank you very much anyway 😀",Wed Oct 04 20:16:50 +0000 2017,198686,"@162745 Thanks for the update, Amelia! We're always happy to help! ^ML",Wed Oct 04 20:27:36 +0000 2017,Order Status & Logistics,False
282175,119965,@AmazonHelp @AmazonHelp  yet my ordered product not deliver. I gifted this product to someone.,Sat Oct 07 08:48:52 +0000 2017,282177,"@119965 Sorry for the hassle. Could you please confirm, if you've reported this to our support team from the link shared earlier?^HN",Sat Oct 07 10:40:00 +0000 2017,General Inquiry & Feedback,False
320393,192343,@115850 - Your support team really sucks. Simple refund of courier charges and you guys have made it tougher than getting a passport.,Sat Oct 07 11:42:29 +0000 2017,320392,@192343 your details here: https://t.co/beaaDm0muc and we'll get this sorted out right away. 2/2^EM,Sat Oct 07 11:59:30 +0000 2017,"Returns, Refunds & Cancellations",True
331976,195052,@AmazonHelp Carrier: AMZL US,Sat Oct 07 18:56:02 +0000 2017,331979,"@195052 Thanks for confirming! Please provide details here: https://t.co/ODsWLa93mL, so we can look further into this for you. ^WJ",Sat Oct 07 19:00:01 +0000 2017,General Inquiry & Feedback,False
179142,158237,"@AmazonHelp Thanks for the quick reply! No, but I cannot choose my country from the dropdown when using the Voiceover screen reader.",Wed Oct 04 09:59:35 +0000 2017,179139,@158237 Is your country available in the drop down menu? What Amazon website is your acc on? https://t.co/1fz78PNFM0? ^JJ,Wed Oct 04 10:11:00 +0000 2017,General Inquiry & Feedback,False
207603,165095,@AmazonHelp 😁😂🙈Pista 2 https://t.co/dB8F929EQY,Fri Nov 03 18:18:34 +0000 2017,207601,"@165095 Mmm, ¿peliculas 🎞? ^MB",Fri Nov 03 18:26:00 +0000 2017,General Inquiry & Feedback,False
367405,203037,"@AmazonHelp 'Undeliverable' but you have regularly delivered to that address before, including recently.",Sun Oct 08 21:33:19 +0000 2017,367406,@203037 Hmm. Let's dig a little more into this and find out why: https://t.co/JzP7hlA23B ^JZ,Sun Oct 08 21:38:04 +0000 2017,Order Status & Logistics,False
352597,199840,And don’t worry. I’ve already called @115821 customer service and they told me they can deliver tomorrow......when I’m at work. Great.,Sun Oct 08 12:57:15 +0000 2017,352595,"@199840 Hi Becca, sorry to hear that. Have you set unattended delivery preferences on your acc: https://t.co/PKuJMjS1Ya? ^JJ",Sun Oct 08 13:06:00 +0000 2017,General Inquiry & Feedback,False
260807,178092,@AmazonHelp It's not a quiet area. It's ridiculous that I got home my parcel is soaking wet and there was bloody slugs on it. # epicfail,Thu Oct 05 21:28:35 +0000 2017,260810,@178092 We'd like to take a look at this with you. Please call or chat with us here: https://t.co/JzP7hlA23B ^MH,Thu Oct 05 21:31:00 +0000 2017,Order Status & Logistics,False
215043,158949,@AmazonHelp already shared the details yesterday but no response yet,Thu Oct 05 08:38:16 +0000 2017,215045,@158949 You should've received an email correspondence from us here: https://t.co/8DAc10S7ww please refer. ^AG,Thu Oct 05 09:15:29 +0000 2017,General Inquiry & Feedback,False
464242,225387,"@AmazonHelp Yes, on two items.",Fri Dec 01 04:00:46 +0000 2017,464244,"@225387 Thanks for the information. In the link provided by BN, what does the most recent tracking state? ^GG",Fri Dec 01 04:02:29 +0000 2017,General Inquiry & Feedback,False
391210,208514,"@AmazonHelp Il m'a été envoyé par ""SAS AU DELA DU DÉCOR""",Mon Oct 09 16:17:58 +0000 2017,391211,@208514 Je vous invite à prendre contact avec le vendeur afin de vérifier cela pour vous ^ Ko,Mon Oct 09 16:25:31 +0000 2017,General Inquiry & Feedback,False
317926,191865,@115821 my name is Avelino Baptista Amazon lost my products and they wouldn't refund me back my money.,Sat Oct 07 09:11:49 +0000 2017,317918,@191865 Hi there- Without providing personal info can you explain further what has happened? We would like to help. ^NV,Sat Oct 07 09:30:52 +0000 2017,"Returns, Refunds & Cancellations",True
546472,247069,"@AmazonHelp Unfortunately due to where we live there is no Safe Place, would have appreciated a “sorry we missed you” notice rather than my parcels being left on full display",Sat Dec 02 17:59:14 +0000 2017,546474,@247069 Thank you for the information! Let's take a look into this in real time: https://t.co/JzP7hlA23B. ^AL,Sat Dec 02 18:05:31 +0000 2017,General Inquiry & Feedback,False
379569,198928,@115850 Dont buy from amazon they really have very phatetic services in India sab kae sab chor hai,Mon Oct 09 06:45:57 +0000 2017,379567,@198928 Sorry to hear that. We've emailed you. Kindly check and respond. ^NS,Mon Oct 09 07:12:24 +0000 2017,General Inquiry & Feedback,False
444398,220270,"@AmazonHelp Aparece como ""enviado"". Le paso imagen para que lo compruebe: https://t.co/MwWp72UdCf",Wed Nov 22 10:46:38 +0000 2017,444399,"@220270 Entiendo, puedes contactar con Soporte al Cliente https://t.co/3VUNgKe6KR para poder verificar tus opciones ^VL",Wed Nov 22 10:49:00 +0000 2017,Non-English Support,True
425129,134321,@AmazonHelp How much time do you people need. Be specific else return my money. Keep solving whatever the problem is. I need my money back. Why should I pay when the order was not delivered to me?,Mon Nov 20 03:14:18 +0000 2017,425127,@134321 Apologies for the stretch. Please reply to our correspondence received from the link provided earlier and we will get in touch with you shortly. ^BS,Mon Nov 20 03:19:00 +0000 2017,"Returns, Refunds & Cancellations",True
181249,158559,@AmazonHelp Who do I contact regarding a missing package and to file a complaint against Amazon logistics driver?,Sat Nov 25 01:43:06 +0000 2017,181247,"@158559 Hi Tee. I'm sorry to hear you have a missing package! We'd like to help the best we can. When you have the chance, please fill in your details here: https://t.co/X9CV9FsNrN and a specialist will contact you as soon as possible. ^HC",Sat Nov 25 01:45:26 +0000 2017,Order Status & Logistics,False
218201,168023,Need to print a return label for @115821 but don’t have a printer. Now waiting on delivery of the printer that I’ve ordered from amazon.. 🤔,Wed Oct 04 22:02:18 +0000 2017,218200,@168023 I'm sorry for the wait. Have we missed the delivery date provided on your order confirmation e-mail? ^MB,Wed Oct 04 22:17:38 +0000 2017,"Returns, Refunds & Cancellations",True
527126,242005,@115850 When the lighting deal cost more than regular price! #amazon #price https://t.co/AANWISeWvP,Sat Dec 02 07:26:05 +0000 2017,527125,"@242005 Thank you for flagging this, Prasanth. I have forwarded it to our internal team for a review. Appreciate your effort. ^SI",Sat Dec 02 07:46:27 +0000 2017,General Inquiry & Feedback,False
244134,168913,"@AmazonHelp I won't. Because the address is marked as residential, when I set it as business. I'm so fed up with this. Your service is horrendous now.",Thu Oct 05 15:37:17 +0000 2017,244135,"@168913 Sarah, I'd like for you to contact us here: https://t.co/JzP7hlA23B  so we can look into this a bit further! Keep us posted! ^FR",Thu Oct 05 15:48:00 +0000 2017,General Inquiry & Feedback,False
11404,118184,"そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀)

あったー😹えっ、…入らない😿

いや、でもヒーター部分は使えるかも❕❗❕

…縫い糸がケーブル貫通しとるやないかーい😂

まあ、400円だから…またなんか探そっと😸

皆さんも防寒対策お気をつけください🙋 https://t.co/b7tvSIEeGm",Wed Nov 22 12:36:16 +0000 2017,11402,@118184 ご迷惑をおかけしております。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクをご参照の上お手続きください。https://t.co/TYbxdUDknb TN,Wed Nov 22 12:41:00 +0000 2017,General Inquiry & Feedback,False
120199,142685,"@AmazonHelp In general words, I'll get the amount back in my bank account?",Thu Nov 23 23:06:24 +0000 2017,120201,"@142685 If you have used your Debit card, the refund will go into your Bank account. ^MK",Thu Nov 23 23:18:28 +0000 2017,"Account, Billing & Prime",True
170997,155880,I ordered it this morning to arrive tomorrow. Get your shit together @115821 https://t.co/2S0otUQnXj,Fri Nov 24 21:47:17 +0000 2017,170996,@155880 I'm sorry your order isn't arriving as expected! What is the delivery date given in the email confirmation you received? ^AH,Fri Nov 24 21:59:28 +0000 2017,General Inquiry & Feedback,False
459902,224284,@AmazonHelp pls find the attachment and do the needful. https://t.co/u8zCoIax1L,Fri Dec 01 01:42:45 +0000 2017,459903,@224284 I'm sorry to learn about the issues you're facing with the order. We will not be able to access your account details over social platform. Kindly report this to our support team here: https://t.co/TdDksLo6Mf (1/2) ^SD,Fri Dec 01 01:58:01 +0000 2017,General Inquiry & Feedback,False
25930,121658,"@AmazonHelp Also geprüft und für negativ befunden, ich hoffe das Paket kommt heute an und vor allem gut Verpackt, die 3te Box war leider zerknickt ...",Wed Nov 01 11:13:02 +0000 2017,25932,@121658 Ich drücke dir auf alle Fälle die Daumen. ^AN,Wed Nov 01 11:15:29 +0000 2017,General Inquiry & Feedback,False
476822,228321,@AmazonHelp La facilidad (solo tener que escanear un código) y la comodidad de poder recogerlo cuando mejor me venga. Seguís ganando puntos ;),Fri Dec 01 11:25:38 +0000 2017,476821,@228321 Genial. Esperamos que sigas disfrutando de nuestros servicios. 😉 ^KA,Fri Dec 01 11:34:27 +0000 2017,Non-English Support,True
394922,209581,"@115850 Tracking #: 216273107531.
Being prime member, product is not getting delivered even after 2, 4 business days. #AmazonPrime there is of no use.",Sat Nov 25 04:52:27 +0000 2017,394921,"@209581 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW 2/2",Sat Nov 25 05:21:27 +0000 2017,Order Status & Logistics,False
483786,137597,"@AmazonHelp TBC010817212009 is marked as delivered at 7pm (after the company mailroom closed), but it's not in the mailroom. Can you tell me did someone sign for it, or where was it left?",Fri Dec 01 14:44:41 +0000 2017,483785,"@137597 Hi there, we do not have access to your account via twitter. You can find the most up to date information about your order here: https://t.co/aaDyEz1VgE. Please let us know if you need further assistance. Thank you ^AP",Fri Dec 01 14:49:30 +0000 2017,Order Status & Logistics,False
249944,175394,@118919  folks looks like u famed delivery model is showing sign of cracking... last 4 order returned back ... that too for noida !!,Thu Oct 05 16:42:31 +0000 2017,249943,"@175394 You must've received an email with reason for the return, please check that and revert for updates. 2/2^MS",Thu Oct 05 17:07:00 +0000 2017,General Inquiry & Feedback,False
279371,182606,@AmazonHelp  https://t.co/nojv3hwcA9,Mon Oct 09 22:47:00 +0000 2017,279372,@182606 We've sent a correspondence to your registered email address. Please check and revert. ^SQ,Mon Oct 09 23:01:29 +0000 2017,General Inquiry & Feedback,False
162150,153430,@AmazonHelp I used Amazon application to order,Sat Nov 25 09:50:31 +0000 2017,162151,@153430 I understand your concern regarding the orders that you've placed. Kindly refer to the link here: https://t.co/JcOCQf0cPE to find your orders. ^BV,Sat Nov 25 10:54:57 +0000 2017,General Inquiry & Feedback,False
534118,243709,@AmazonHelp https://t.co/XD43oXU6wM,Sat Dec 02 11:55:39 +0000 2017,534117,@243709 So sorry to hear that you haven't heard back. Our team would like to look directly into this; can you please provide your information here: https://t.co/4HoYCeoxkn ^GS,Sat Dec 02 11:59:00 +0000 2017,General Inquiry & Feedback,False
453363,222565,@AmazonHelp Will do - probably tomorrow. While I’m tweeting there is a fake account @21011 pretending to be you to get credit card details etc they’ve just tried to DM me.,Thu Nov 30 22:50:10 +0000 2017,453365,@222565 Thank you for reaching out to us about this. ^VS,Thu Nov 30 22:54:41 +0000 2017,"Account, Billing & Prime",True
362442,201843,@116618 is there a prob with your app on smart TVs? 2 days and still not working 😩,Sun Oct 08 17:53:12 +0000 2017,362441,@201843 Have you had a chance to phone us for some live troubleshooting: https://t.co/hApLpMlfHN ? Please let us know! ^LB,Sun Oct 08 18:23:35 +0000 2017,Product Quality & Hardware,True
141057,147816,@117086 Cadê as promoções da Black Friday ??,Fri Nov 24 11:37:38 +0000 2017,141055,"@147816 Olá Alexandre, pode conferir as promoções de Black Friday aquí:https://t.co/pxWQxVDBaF . ^MB",Fri Nov 24 11:51:27 +0000 2017,General Inquiry & Feedback,False
107288,139830,"@116316 Ist für die Zukunft geplant, dass man Amazon Prime verschenken kann? Wäre das perfekte Weihnachtsgeschenk für meinen Vater.",Thu Nov 30 18:41:47 +0000 2017,107287,"@139830 Hi, deinen Wunsch nach dieser Option leite ich gerne weiter. :) Leider kann ich nicht versprechen, ob wir das umsetzen können. Liebe Grüße ^SI",Thu Nov 30 18:48:31 +0000 2017,"Account, Billing & Prime",True
331982,195053,@AmazonHelp It's not done  anything it went off but then just came back to this screen,Sat Oct 07 18:59:12 +0000 2017,331984,@195053 We'd like to assist you with this in real-time. Reach out using this link for us to do so: https://t.co/qy3J24VGxb ^GL,Sat Oct 07 19:02:00 +0000 2017,General Inquiry & Feedback,False
333580,195472,@AmazonHelp Looks like your truck https://t.co/Md8epNEbee,Sat Oct 07 19:48:31 +0000 2017,333582,@195472 We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/e9nkJ5EKTr ^GR,Sat Oct 07 20:06:00 +0000 2017,General Inquiry & Feedback,False
132458,145882,@AmazonHelp Yes that worked many thanks 👍,Fri Nov 24 08:36:03 +0000 2017,132460,"@145882 Great, thanks for the update Joe. Happy Black Friday :) ^TP",Fri Nov 24 08:39:54 +0000 2017,General Inquiry & Feedback,False
420008,215136,"@AmazonHelp @AmazonHelp I was shocked after receiving this fake order.
Kindly checki the delivery time and complaint time too. https://t.co/FA3aGfD0X8",Tue Oct 10 06:53:08 +0000 2017,420009,@215136 Sorry about that. Could you let us know if you've shared your details via link mentioned earlier? ^AK,Tue Oct 10 07:14:00 +0000 2017,Product Quality & Hardware,True
353190,132741,"Want to buy a 4TB External HDD from @115850 #GreatIndianFestival sale. Any good deal?

#LastDayOfGreatIndianFestival",Sun Oct 08 11:55:17 +0000 2017,353189,@132741 You can spot some great deals here : https://t.co/Nhr6aXtv7d . Hope this helps. ^CB,Sun Oct 08 13:43:01 +0000 2017,General Inquiry & Feedback,False
512337,237823,"@AmazonHelp I ordered a $300 CPU and in the box was a fidget spinner. If I wanted to get scammed, I would've went to eBay 🙃",Fri Dec 01 23:27:46 +0000 2017,512336,@237823 Oh no! This is definitely not the experience we want you to have. Was this item shipped by Amazon or by a 3rd party seller? ^LM,Fri Dec 01 23:42:00 +0000 2017,General Inquiry & Feedback,False
435129,121461,It’s been a month and 3 days since I had placed an order on @115850. I have got “Order delayed” mail thrice already. Can’t even cancel. 😡,Tue Oct 10 15:36:59 +0000 2017,435128,@121461 Apologies for the unpleasant experience. Kindly fill in your details here https://t.co/beaaDm0muc and we'd get back to you. ^VG,Tue Oct 10 16:38:00 +0000 2017,"Returns, Refunds & Cancellations",True
152110,150754,"@115850 Garbage customer service... refund stuck for over 40 days and no resolution on calls, in fact you guys hang up.... pathetic!!! You think you can match Flipkart, in your dream losers. Now get me my refund.",Thu Nov 23 06:14:09 +0000 2017,152109,@150754 Apologies for all the trouble that you have faced. I can understand how disappointing this is getting. Kindly fill in the details on the secured link here https://t.co/beaaDm0muc and we will investigate and connect with you shortly. ^KK,Thu Nov 23 06:41:51 +0000 2017,"Returns, Refunds & Cancellations",True
28413,122219,@AmazonHelp @115821 Two more days and still nothing. Delivery over a week late now. This has been going on for two months.,Thu Oct 26 12:25:01 +0000 2017,28412,@122219 We are still working on this! Please be sure to check your e-mail for further updates. ^ZW,Thu Oct 26 12:32:00 +0000 2017,Order Status & Logistics,False
323388,193009,"@AmazonHelp Hi, its about the item and services promised for this item. Its a home security camera.",Sat Oct 07 14:43:24 +0000 2017,323391,@193009 Would you be able to provide more information on the content of the review? ^GR,Sat Oct 07 14:52:00 +0000 2017,General Inquiry & Feedback,False
33265,123351,@AmazonHelp This is not going to help! I understand how you people work. Your delivery team don’t deliver and they say that customer not available! Lier https://t.co/gXQwLEuJJG,Wed Nov 01 13:38:30 +0000 2017,33266,@123351 Please share the required details on the link provided earlier and we'll check this for you. ^YP,Wed Nov 01 13:50:25 +0000 2017,General Inquiry & Feedback,False
439763,219393,"@AmazonHelp Yo estaría feliz de enviar el Kindle a un punto de recogida. Pero no puedo. No me deja. Simple y llanamente estoy ""obligado"" a enviar el Kindle a mi piso, pero de día nunca habrá nadie para recibirlo.

Lo puedo pagar, no lo puedo comprar. https://t.co/Ekog0sub3B",Wed Oct 11 10:23:33 +0000 2017,439765,"@219393 Lamento este inconveniente, Zore, ¿Has entrado en contacto con nuestro Servicio al Cliente al respecto? ^AZ",Wed Oct 11 10:36:05 +0000 2017,Non-English Support,True
47932,126720,@115850 I have replied to the email but Amazon customer care not refunding courier charges which they promise .I should report this to Jeff Bezos,Wed Nov 01 17:05:54 +0000 2017,49130,@126720 I get your concern. If you have replied to the email sent by our team we'll get back to you shortly. ^MP,Wed Nov 01 17:24:31 +0000 2017,General Inquiry & Feedback,False
244928,174156,"@AmazonHelp  added Rs.1962 to paybalance, money deducted twice, been more than one hour money still not added. Still showing message to wait https://t.co/r8o1e8CjyM",Thu Oct 05 14:38:50 +0000 2017,244927,"@174156 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^NK",Thu Oct 05 14:58:00 +0000 2017,General Inquiry & Feedback,False
458914,223985,@115821 your prime delivery expectation dates suckkkkkkkkkkkk ass,Fri Dec 01 01:13:55 +0000 2017,458913,"@223985 I'm sorry we've let you down! Just to clarify, have we missed the delivery date given to you in checkout/confirmation e-mail? ^HS",Fri Dec 01 01:19:55 +0000 2017,"Account, Billing & Prime",True
304385,188695,"@AmazonHelp @AmazonHelp I ordered a lightbulb to light my house, why is it your agenda to ruin my life and keep me in the dark. MY VOICE WILL BE HEARD",Fri Oct 06 22:51:57 +0000 2017,304383,"@188695 I'm sorry to hear we've let you down, Justin! Have we missed the delivery date shown in your confirmation e-mail?  ^FR",Fri Oct 06 22:57:05 +0000 2017,General Inquiry & Feedback,False
174593,156937,@116928 sera que ya no les importa el servicio al cliente en Amazon o ya no saben entrenar a su personal para que atiendan y corrijan los problemas que ocasiona su plataforma,Fri Nov 24 23:09:07 +0000 2017,174588,"@156937 ¡Hola, Jose Efrain! Lamentamos las molestias ocasionadas.
Te recomendamos contactar con nuestro Servicio al Cliente a través del siguiente enlace que no te va a pedir iniciar sesión: https://t.co/J7JhV0UADH ^LC",Fri Nov 24 23:15:25 +0000 2017,Non-English Support,True
93497,136262,Hey @115830 free 1 day delivery with a delivery date in 3 days? Why am I paying for prime? https://t.co/tBQ6DjndfA,Thu Nov 30 15:53:01 +0000 2017,93495,"@136262 Hey, Simon! The free 1-day delivery actually refers to after the item ships. You can find more information on how delivery dates are calculated here: https://t.co/ZZcrpqYDjM. ^DY",Thu Nov 30 15:56:32 +0000 2017,"Account, Billing & Prime",True
418802,214888,@AmazonHelp i has sent a message to Amazon.. please reply it :),Tue Oct 10 04:52:29 +0000 2017,418804,"@214888 Typically, we recommend reaching out via phone for the quickest resolution. Keep us posted on the reply. ^EP",Tue Oct 10 05:08:38 +0000 2017,General Inquiry & Feedback,False
384468,207034,@AmazonHelp Yes I've shared.I need a call.,Wed Oct 11 07:57:24 +0000 2017,384469,@207034 Thank you for providing your details. We will get back to you once we have an update. ^GU,Wed Oct 11 08:55:29 +0000 2017,General Inquiry & Feedback,False
304571,188726,Tnx @116090 for charging me extra for same day shipping through @916 that DOES’T show up the same day 🙄😒 // tomorrow’s gunna suck,Sat Nov 04 04:11:03 +0000 2017,304570,@188726 I'm so sorry for the delay! What's the current tracking shown here: https://t.co/PyACxvY8Qo? ^AG,Sat Nov 04 04:22:28 +0000 2017,General Inquiry & Feedback,False
